against  bertentangan 	 
plaza ; place ; piazza 	 jalan  library  perpustakaan  indicator  penunjuk  
linear algebra  aljabar linier  mathematics  start 	 awal 
Gospel ; Gospels ; evangel  injil  Cretaceous ; Cretaceous period 	 Kapur  blacksmith 	 pandai besi 
Schumann ; Robert Schumann ; Robert Alexander Schumann  Robert Schumann  person 
mechanism  mekanisme  device  civil war  perang saudara  fair use  penggunaan wajar 
armpit ; axilla ; axillary cavity ; axillary fossa  ketiak  handkerchief ; hankie ; hanky ; hankey  sapu tangan  world 	 dunia 	 

West Germany ; Federal Republic of Germany 	 Jerman Barat 
Pentecost ; Whitsunday 	 Pentakosta  demand 	 peminat  
fleet ; swift  cepat 
crossword puzzle ; crossword 	 teka teki silang  lunar eclipse  gerhana bulan  ravine 	 jurang 
follow 	 menyusul  

orator ; speechmaker ; rhetorician ; public speaker ; speechifier 	 ahli pidato 
positive  positif  linguistics 
productiveness ; productivity 	 produktivitas  
eucalyptus ; eucalypt ; eucalyptus tree  pohon kayu putih 	 tree  quantity  kuantitas  mathematics  balcony  langkan 
liquid crystal display ; LCD 	 tampilan kristal cair  water polo 	 polo air 
vanilla ; vanilla extract  vanili 	 
puberty ; pubescence  pubertas  monsoon  angin monsun 	 meteorology 
Hercules ; Heracles ; Herakles ; Alcides 	 Herakles  mythology  minority  minoritas 
zone 	 zona 	 
hacker 	 peretas  computers  Bermuda Triangle 	 Segitiga Bermuda  row  mendayung 
Luke ; Gospel of Luke ; Gospel According to Luke 	 Injil Lukas  empty 	 kosong  axle 	 as  
original  asli 	 

sacrifice  pengorbanan  empire ; imperium 	 kekaisaran 
tadpole ; polliwog ; pollywog 	 berudu 	 
Seine ; Seine River  Sungai Seine 
lineage ; line ; line of descent ; descent ; bloodline ; blood line ; blood ; pedigree ; ancestry ; origin ; parentage ; stemma ; stock  keturunan  

lover 	 kekasih 
idiom ; idiomatic expression ; phrasal idiom ; set phrase ; phrase  idiom  viaduct  jembatan 
device 	 alat 	 
Nazareth  Nazaret 
catalog ; catalogue  katalog  business 
orangutan ; orang ; orangutang ; Pongo pygmaeus 	 orang utan 	 animal  Windhoek  Windhoek  antimatter 	 antimateri  pursue ; follow  mengejar 
stay ; remain ; rest  tersisa  
bunch ; clump ; cluster ; clustering 	 serangkai  
specimen  contoh 	 

Pauli ; Wolfgang Pauli 	 Wolfgang Pauli  person  nitric acid ; aqua fortis  asam nitrat 	 
grease ; lubricating oil 	 lemak 	 
warning  peringatan 
ecumenical council 	 konsili ekumenis  New South Wales  New South Wales  mixture  campuran  

painting ; picture 	 lukisan  telecommunications 
Braille ; Louis Braille 	 Louis Braille  person  index ; index finger ; forefinger  telunjuk 
praise 	 memuji  invitation 	 undangan  hot  panas 
hide ; conceal  menyembunyikan 
Chiang Kai-shek ; Chiang Chung-cheng 	 Chiang Kai-shek  person  multimedia ; multimedia system 	 multimedia  sapphire  safir 	 mining  cool 	 sejuk 
limnology  limnologi 
music genre ; musical genre ; genre ; musical style  genre 	 music  caste 	 kasta 
Medina ; Al Madinah  Madinah 
accountancy ; accounting 	 akuntansi  economy  kill 	 membunuh  
Quebec ; Quebec City  Kota Quebec 
conference 	 konferensi 	 telecommunications 
perceiver ; percipient ; observer ; beholder  pengamat  hungry 	 lapar 
cache ; memory cache  memori cache 	 IT  praise ; congratulations ; kudos ; extolment  pujian 
penicillin 	 penisilin  post ; station  pos  
Wake Island ; Wake 	 Pulau Wake 
sum ; amount ; total  jumlah 	 
cricket  cengkerik  
butcher ; meatman 	 penjagal 
deservingness ; merit ; meritoriousness  kebaikan  alley ; alleyway ; back street 	 gang 	 
harem ; hareem ; seraglio ; serail 	 harem  humility ; humbleness  kesederhanaan 
arrive ; make it ; get in ; go far 	 tiba 	 
probability theory ; theory of probability 	 probabilitas 
Palestine Liberation Organization ; PLO  Organisasi Pembebasan Palestina  burial ; entombment ; inhumation ; interment ; sepulture  penguburan  pork ; porc 	 daging babi 
Mossad 	 Mossad 
Andhra Pradesh  Andhra Pradesh  hornet 	 tawon 	 
buoy 	 pelampung 
Rushdie ; Salman Rushdie ; Ahmed Salman Rushdie 	 Salman Rushdie 
Stanford University ; Stanford 	 Universitas Stanford 
Balder ; Baldr  Balder 	 mythology  juncture ; occasion  kesempatan  Verona 	 Verona 	 city 
booth ; cubicle ; stall ; kiosk  gardu 	 business  listen ; hear ; take heed  mendengarkan 	 
pension  pensiun  accounting 
Arthur ; Chester A. Arthur ; Chester Alan Arthur ; President Arthur  Chester A. 
Arthur 	 person 
gymnosperm 	 tumbuhan berbiji terbuka  psychiatrist ; head-shrinker ; shrink  psikiater 
spot ; recognize ; recognise ; distinguish ; discern ; pick out ; make out ; tell apart 	 melihat 
Rommel ; Erwin Rommel ; Desert Fox 	 Erwin Rommel 	 person  axis 	 poros 	 

elementary particle ; fundamental particle 	 partikel dasar  physics  information technology ; IT  teknologi informasi  voluntary  dengan sukarela 
aircraft carrier ; carrier ; flattop ; attack aircraft carrier  kapal induk 	 
radish 	 lobak 
speaker ; talker ; utterer ; verbalizer ; verbaliser 	 pembicara  accountant ; comptroller ; controller  akuntan  horseman ; equestrian ; horseback rider  penunggang kuda 
federation 	 federasi  die ; dice 	 dadu  tendon ; sinew  urat 
cartilage ; gristle  tulang rawan 	 biology  addendum ; supplement ; postscript 	 tambahan  yak ; Bos grunniens  yak  animal 
agreeable  menyenangkan 
never 	 tidak pernah 	 

Capone ; Al Capone ; Alphonse Capone ; Scarface 	 Al Capone  person  attacker ; aggressor ; assailant ; assaulter  penyerang 
Fermat ; Pierre de Fermat  Pierre de Fermat 	 person 
Vishnu 	 Wisnu 
Basse-Normandie ; Lower-Normandy  Basse-Normandie  Defoe ; Daniel Defoe  Daniel Defoe 	 person  synthesis ; synthetic thinking 	 sintese ; perpaduan 
Pierce ; Franklin Pierce ; President Pierce  Franklin Pierce  person 
East Africa 	 Afrika Timur 
surface  permukaan  
supermarket  supermarket 
Buchanan ; James Buchanan ; President Buchanan 	 James Buchanan  person  weird 	 aneh 
acid rain ; acid precipitation 	 hujan asam 	 
circus 	 sirkus 
fecal matter ; faecal matter ; feces ; faeces ; BM ; stool ; ordure ; dejection  tinja 	 medicine  magpie 	 jalak 	 

endanger ; jeopardize ; jeopardise ; menace ; threaten ; imperil ; peril  mengancam 
telepathy ; thought transference  telepati 
below ; at a lower place ; to a lower place ; beneath 	 di bawah  fighter ; fighter aircraft ; attack aircraft  pesawat tempur  
concept ; conception ; construct  konsep 	 
ruse ; artifice  tipuan 
Haute-Normandie ; Upper-Normandy  Haute-Normandie  passive ; inactive 	 pasif 
livestock ; stock ; farm animal  ternak 	 

Jordan ; Jordan River  Sungai Yordan  procession 	 arak-arakan 
ginkgo ; gingko ; maidenhair tree ; Ginkgo biloba  ginkgo  Rilke ; Rainer Maria Rilke  Rainer Maria Rilke 	 person 
Riemann ; Bernhard Riemann ; Georg Friedrich Bernhard Riemann  Georg Friedrich 
Bernhard Riemann  person  coarse ; harsh  kasar  factor 	 faktor 	 
Edmonton  Edmonton, Alberta  majority ; bulk  mayoritas  logistics  distress ; hurt ; suffering  penderitaan  lacquer  pernis 	 

import ; importation  barang impor 	 logistics  abdication ; stepping down  abdikasi 
Dean ; James Dean ; James Byron Dean 	 James Dean 	 person  sleep ; kip ; slumber ; log Z's ; catch some Z's 	 tidur  Uppsala ; Upsala 	 Uppsala  observatory 	 observatorium 
Morrison ; Toni Morrison ; Chloe Anthony Wofford 	 Toni Morrison  light ; illume ; illumine ; light up ; illuminate  menerangi 
Perth 	 Perth, Australia Barat  decibel ; dB 	 desibel 
lingua franca ; interlanguage ; koine  lingua franca  language  brown bear ; bruin ; Ursus arctos  beruang coklat  steal 	 mencuri 
electro
elektrokimia 
hindrance ; hinderance ; hitch ; preventive ; preventative ; encumbrance ; incumbrance ; interference  penghambat 	 
Canis Minor ; Little Dog 	 Canis Minor 	 constellation  dress ; frock  baju  pay  membayar  
disorderliness ; disorder  kerusuhan 
Occam ; William of Occam ; Ockham ; William of Ockham 	 William Ockham  person 
chase ; chase after ; trail ; tail ; tag ; give chase ; dog ; go after ; track  mengejar 
loft ; attic ; garret  loteng 	 

Arianism  Arianisme  mandolin  mandolin  dark matter 	 materi gelap  sap  getah 
laptop ; laptop computer 	 komputer jinjing 	 computers 
Serpens  Serpens  constellation  float ; swim 	 mengapung  stethoscope 	 stetoskop  medicine  adore 	 menyayangi 
blitz ; blitzkrieg 	 blitzkrieg 	 
Boolean logic ; Boolean algebra  Aljabar Boolean 
symbolic logic ; mathematical logic ; formal logic  logika matematika 	 mathematics 
monitor ; monitoring device  monitor 
grove ; woodlet ; orchard ; 
ation  kebun buah  conservatism ; conservativism 	 kekolotan 
kayak  kayak  keel  lunas 
gingiva ; gum  gusi 
Tarantino ; Quentin Tarantino ; Quentin Jerome Tarantino  Quentin Tarantino 
Tereshkova ; Valentina Tereshkova ; Valentina Vladmirovna Tereshkova  Valentina 
Tereshkova  archive  arsip 
Heinlein ; Robert A. Heinlein ; Robert Anson Heinlein 	 Robert A. Heinlein 	 person 
incorporate ; contain ; comprise  berisi 	 
dish 	 piring 
Persia ; Persian Empire 	 Kekaisaran Persia 
Celebes ; Sulawesi 	 Sulawesi 
postpone ; prorogue ; hold over ; put over ; table ; shelve ; set back ; defer ; remit ; put off  menunda  

gratuity ; tip ; pourboire ; baksheesh ; bakshish ; bakshis ; backsheesh  persen 
excursion ; jaunt ; outing ; junket ; pleasure trip ; expedition ; sashay  pesiar 
Ignatius of Loyola ; Saint Ignatius of Loyola ; St. Ignatius of Loyola ; Loyola  
Ignatius Loyola  person  mammoth  mamut 	 animal 
United States Senate ; U.S. Senate ; US Senate ; Senate  Senat Amerika Serikat  purpose ; intent ; intention ; aim ; design  terencana  
allegory  alegori  rescue ; deliver 	 menolong  karma 	 karma  quinine  kina 
censoring ; censorship ; security review 	 sensor 
represent ; stand for ; correspond 	 mewakili  

Lyra  Lyra  constellation  article  benda  business  genome  genom  genetics  confidence  kepercayaan  liberty  kemerdekaan 
Szechwan ; Sichuan ; Szechuan ; Szechwan province  Sichuan  osmosis  osmosis  
Cetus 	 Cetus 	 constellation 
scarecrow ; straw man ; strawman ; bird-scarer ; scarer  orang-orangan 
Canidae ; family Canidae 	 Canidae 
Shikoku  Shikoku 
Callas ; Maria Callas ; Maria Meneghini Callas 	 Maria Callas 	 person  pacifism ; pacificism ; passivism  pasifisme  drawing  gambar 
Arhus ; Aarhus  Århus  city  virology  virologi  medicine 
Lutheranism 	 Lutheranisme 
Mendelssohn ; Felix Mendelssohn ; Jakob Ludwig Felix Mendelssohn-Bartholdy  Felix 
Mendelssohn 	 person 
propeller ; propellor  baling-baling  device 
Orchidaceae ; family Orchidaceae ; orchid family 	 Orchidaceae 
Malthus ; Thomas Malthus ; Thomas Robert Malthus 	 Thomas Malthus  person  pride ; pridefulness  harga diri  earnest ; sincere ; solemn  serius 
rapid transit ; mass rapid transit 	 angkutan cepat 
death ; decease ; expiry 	 mati  Brazzaville 	 Brazzaville 
customs ; customs duty ; custom ; impost 	 pabean 	 
Sacramento ; capital of California 	 Sacramento, California 	 

oral sex ; head  seks oral 
malodor ; malodour ; stench ; stink ; reek ; fetor ; foetor ; mephitis busuk 
South China Sea  Laut China Selatan 
Lusaka ; capital of Zambia  Lusaka 	 city  volcanology ; vulcanology  vulkanologi  acorn 	 buah pohon ek  university 	 universitas  boil 	 mendidihkan 	 bau 
murder ; slay ; hit ; dispatch ; bump off ; off ; polish off ; remove membunuh 
gutter ; trough  selokan  
forget 	 melupakan  
periodical 	 berkala 
defender ; guardian ; protector ; shielder 	 pembela  sports  truly ; genuinely ; really  sebenarnya 	 
chloroplast 	 kloroplas  genetics 	 
Eskimo ; Esquimau ; Inuit  Eskimo  Pearl Harbor 	 Pearl Harbor 
coyote ; prairie wolf ; brush wolf ; Canis latrans  anjing hutan 	 animal  stress ; emphasize ; emphasise ; punctuate ; accent ; accentuate 	 menekankan  linguistics 
message  pesan  logistics  club  gada  

joke ; gag ; laugh ; jest ; jape  lelucon  duchess  istri duke  brassiere ; bra ; bandeau  kutang 
ice age ; glacial period ; glacial epoch 	 zaman es  ulcer ; ulceration 	 borok 	 medicine 
Almaty ; Alma-Ata  Almaty  city  Cuzco ; Cusco  Cusco  town  boycott  pemboikotan 
fertilizer ; fertiliser ; 
food 	 pupuk 	 
consulate  konsulat 
crew 	 awak 
graphical user interface ; GUI 	 gui 
White Sea  Laut Putih  insane 	 gila 
Calorie ; kilogram calorie ; kilocalorie ; large calorie ; nutritionist's calorie 
Kalori  justice ; justness 	 keadilan 
ununbium ; Uub ; element 112 ; atomic number 112 	 ununbium  
chorus 	 paduan suara 
password ; watchword ; word ; parole ; countersign  kata sandi 	 
prescription 	 resep 	 medicine  cobbler ; shoemaker  tukang sepatu  Antlia 	 Antlia 	 constellation  manifesto ; pronunciamento  manifesto  Atlantis  Atlantis  dogma ; tenet  dogma 
grail ; Holy Grail ; Sangraal 	 piala suci 
archery  panahan 
Golgi body ; Golgi apparatus ; Golgi complex ; dictyosome 	 Badan Golgi  chief ; main ; primary ; principal ; master  utama 	 logistics  head of state ; chief of state 	 kepala negara  bomber 	 bomber  crater 	 kawah 
Crimea 	 Republik Otonomi Krimea  goblin ; hob ; hobgoblin 	 setan  happiness ; felicity  kegembiraan 
alimentary canal ; alimentary tract ; digestive tube ; digestive tract ; gastrointestinal tract ; GI tract  saluran pencernaan  brush ; brushwood ; coppice ; copse ; thicket  semak belukar 
Food and Agriculture Organization ; Food and Agriculture Organization of the 
United Nations ; FAO  Organisasi Pangan dan Pertanian 
Salt Lake City ; capital of Utah  Salt Lake City, Utah  
thank ; give thanks  berterima kasih  
argue ; contend ; debate ; fence  bertengkar 	 logistics  cocktail  koktil 
Caelum 	 Caelum 	 constellation 
Denver ; Mile-High City ; capital of Colorado  Denver, Colorado 	 city  Siva ; Shiva 	 Siwa  promise ; assure 	 berjanji 
Silesia ; Slask ; Slezsko ; Schlesien  Silesia 
raft 	 rakit 
Valkyrie  Valkyrie  mythology  Agamemnon  Agamemnon  mythology  scrotum  skrotum  anatomy  bass guitar 	 gitar bass 
forbid ; prohibit ; interdict ; proscribe ; veto ; disallow ; nix 	 melarang  negligence ; carelessness ; neglect ; nonperformance 	 kelalaian  viscosity ; viscousness 	 viskositas 	 

meet ; run into ; encounter ; run across ; come across ; see  bertemu  
brandy 	 brendi 
solar eclipse  gerhana matahari 
alibi 	 alibi 	 law 
Lord ; noble ; nobleman 	 bangsawan  symbiosis ; mutualism  simbiosis  
equipment  perlengkapan 	 
Committee for State Security ; KGB ; Soviet KGB 	 KGB  ram ; tup  kambing jantan  

Mach number 	 Mach  pessimism  pesimisme 
bobbin ; spool ; reel  penggulung 	 telecommunications  cordial reception ; hospitality  keramahtamahan  hostel ; hostelry ; inn ; lodge ; auberge 	 losmen  caprice ; impulse ; whim 	 tingkah 
bronchitis 	 radang tenggorokan 	 medicine  West Africa 	 Afrika Barat 
dad ; dada ; daddy ; pa ; papa ; pappa ; pop  papa  block 	 balok 	 

wreath ; garland ; coronal ; chaplet ; lei 	 karangan bunga  flower  conic section ; conic  irisan kerucut  geometry  postcard ; post card ; postal card ; mailing-card  kartu pos  deduction ; deductive reasoning ; synthesis  deduksi  herbivore  herbivora  
better 	 lebih baik 	 
mayonnaise ; mayo 	 mayones 
probability ; chance  kemungkinan  
investing ; investment  penanaman modal  
alien ; exotic  asing  
representation  perwakilan  Lublin  Lublin  city  hallucination  halusinasi  Norwegian Sea  Laut Norwegia  ham ; jambon ; gammon  ham  Arthur ; King Arthur  Raja Arthur  aldehyde  alkanal  
retina  retina  anatomy  humus  humus  

genuine ; echt  asli 
Novosibirsk 	 Novosibirsk 	 city  circumference  keliling  geometry  sultan ; grand Turk  sultan 
Vistula ; Vistula River 	 Sungai Vistula  endocrinology  endokrinologi 
plague ; pestilence ; pest  penyakit pes 	 medicine  robbery  perampokan  fast ; fasting  puasa 
Maputo ; capital of Mozambique 	 Maputo 	 city 
time period ; period of time ; period  masa 	 
luxury 	 kemewahan 
mining ; excavation  pertambangan 	 

Tamerlane ; Tamburlaine ; Timur ; Timur Lenk  Tamerlane  person 
Tampere ; Tammerfors  Tampere  city  dilemma ; quandary 	 dilema 
Tanakh ; Tanach ; Hebrew Scripture 	 Tanakh 
therefore ; hence ; thence ; thus ; so  karenanya  
drama ; dramatic event 	 drama 
phobia ; phobic disorder ; phobic neurosis 	 takut  xenophobia 	 xenofobia 
prion  prion  biology  amateur  amatir  eczema  eksim  medicine  sushi  sushi  promise  janji 
entreaty ; prayer ; appeal  imbauan  mourning ; bereavement 	 kehilangan  geisha ; geisha girl  geisha 
waist ; waistline 	 pinggang  
prestige ; prestigiousness  gengsi  bitch 	 anjing betina  octagon  segi delapan 
accuse ; impeach ; incriminate ; criminate 	 menuduh 
fantastic ; grand ; howling ; marvelous ; marvellous ; rattling ; terrific ; tremendous ; wonderful ; wondrous  fantastis  vitamin A1 ; retinol  retinol 
visa 	 visa 
diagnosis ; diagnosing 	 diagnosis  traveler ; traveller  pelancong 
Dietrich ; Marlene Dietrich ; Maria Magdalene von Losch  Marlene Dietrich 	 person 
Vulpecula  Vulpecula  constellation  noteworthy ; remarkable 	 menonjol  ionosphere 	 ionosfer 
blue whale ; sulfur bottom ; Balaenoptera musculus  paus biru  mammal  artificial ; unreal  buatan 	 

Degas ; Edgar Degas ; Hilaire Germain Edgar Degas  Edgar Degas 	 person  Bishkek ; Biskek ; Frunze ; capital of Kyrgyzstan  Bishkek  
cradle 	 buaian 
care ; maintenance ; upkeep  perawatan  
nice 	 menyenangkan 	 
Black Death ; Black Plague  Kematian Hitam  childhood  masa kanak-kanak 
trader ; bargainer ; dealer ; monger 	 pedagang  finance  villain ; scoundrel  orang jahat 
bail ; bail bond ; bond 	 uang jaminan 	 
jaw  rahang 	 

relish ; flavor ; flavour ; sapidity ; savor ; savour ; smack ; nip ; tang  rasa 
Yellowstone National Park  Taman Nasional Yellowstone  cooperative 	 koperasi  business  bass ; deep 	 dalam 
Cerberus ; hellhound  Cerberus  mythology 
unsheathed ; bare 	 telanjang  defend 	 mempertahankan 
Bradbury ; Ray Bradbury ; Ray Douglas Bradbury 	 Ray Bradbury  spasm ; cramp ; muscle spasm 	 kejang  economic ; economical  irit 	 
Ararat ; Mount Ararat ; Mt. Ararat 	 Ararat  inflammation ; redness ; rubor 	 radang 	 medicine 
barrow ; garden cart ; lawn cart ; wheelbarrow 	 gerobak  description ; verbal description  gambaran  
pale ; pallid ; wan  pucat  cheerful  gembira 
parody ; lampoon ; spoof ; sendup ; mockery ; takeoff ; burlesque ; travesty ; charade ; pasquinade ; put-on 	 parodi  vitamin C ; C ; ascorbic acid 	 vitamin c 
